paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0127,"Huang, Cao, Li, Hua",2025,AST-CLNet: EEG emotion recognition based on dual-branch adaptive graph convolution and contrastive learning,Biomed. Signal Process. Control,journal,10.1016/j.bspc.2026.110302,https://doi.org/10.1016/j.bspc.2026.110302,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dual-branch adaptive spatiotemporal GCN + contrastive (DE) (input feature details not captured),not verified,unclear,graph/deep spatial features,dual-branch adaptive spatiotemporal GCN + contrastive (DE),"none (cross-subject contrastive, no target)",none,no,no,not verified,yes,LOSO (subject-independent),not verified,none,not verified,unclear,accuracy,64.97,not reported,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO; DEAP-V 64.97 realistic),some-concerns,"Table: independent SEED 87.94/6.97 (intra 99.71/0.45), SEED-IV 82.35/6.04 (intra 97.91/1.49); DEAP-V 64.97, DEAP-A 63.54; baselines RGNN 85.30 BiHDM 85.40",SEED-IV independent 82.35 somewhat high but SD-consistent; DEAP V/A realistic for inductive LOSO,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 3)
EEG-0127,"Huang, Cao, Li, Hua",2025,AST-CLNet: EEG emotion recognition based on dual-branch adaptive graph convolution and contrastive learning,Biomed. Signal Process. Control,journal,10.1016/j.bspc.2026.110302,https://doi.org/10.1016/j.bspc.2026.110302,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dual-branch adaptive spatiotemporal GCN + contrastive (DE) (input feature details not captured),not verified,unclear,graph/deep spatial features,dual-branch adaptive spatiotemporal GCN + contrastive (DE),"none (cross-subject contrastive, no target)",none,no,no,not verified,yes,LOSO (subject-independent),not verified,none,not verified,unclear,accuracy,63.54,not reported,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO; DEAP-V 64.97 realistic),some-concerns,"Table: independent SEED 87.94/6.97 (intra 99.71/0.45), SEED-IV 82.35/6.04 (intra 97.91/1.49); DEAP-V 64.97, DEAP-A 63.54; baselines RGNN 85.30 BiHDM 85.40",SEED-IV independent 82.35 somewhat high but SD-consistent; DEAP V/A realistic for inductive LOSO,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 3)
EEG-0128,"Ma, Luo, Guo, Zhang, Wang",2026,Adaptive Threshold Local-Global learning for semi-supervised EEG-based emotion recognition (ATLG),Biomed. Signal Process. Control,journal,10.1016/j.bspc.2025.108865,https://doi.org/10.1016/j.bspc.2025.108865,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dual-branch GCN + multi-head self-attention (semi-supervised) (input feature details not captured),not verified,unclear,graph/deep spatial features,dual-branch GCN + multi-head self-attention (semi-supervised),semi-supervised threshold-adaptive pseudo-labelling,none,yes,yes (few labelled target),not verified,partial (semi-supervised),cross-subject semi-supervised (varying label scarcity),not verified,none,not verified,unclear,accuracy,83.69,6.83,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,F-like (semi-supervised; target labels used),uses target labels by design (semi-supervised disclosed),some-concerns,L716/L1050 ATLG SEED average 83.69 +- 6.83; SEED-IV also evaluated (full-model value not cleanly isolated),semi-supervised uses a small amount of labelled target data -> not comparable to inductive/transductive strata; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 3)
EEG-0129,Gopal Chandra Jana; Anshuman Sabath; Anupam Agrawal,2022,Capsule neural networks on spatio-temporal EEG frames for cross-subject emotion recognition,"Biomedical Signal Processing and Control, 2022",journal,10.1016/j.bspc.2021.103361,https://doi.org/10.1016/j.bspc.2021.103361,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from capsule network (sparse spatio-temporal frames) (exact input features not captured),not verified,unclear,learned deep EEG features,capsule network (sparse spatio-temporal frames),none,none,no,no,not verified,yes,"leave-one-subject-out (unseen-subject-unseen-record, USUR)",not verified,none,not verified,unclear,accuracy,51.07,not reported,not reported,unclear,best-case vs averaged over LOSO runs,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO); reporting of per-epoch best-case is misleading,high,text: averaged USUR prediction 51.071% (best-case per-epoch 100.00% is an artifact),65.8/65.2 in text are CITED works; proposed honest cross-subject average ~51.07% near chance; dataset attribution (DEAP vs self-made PEEG) unclear,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0130,Changliang Zheng; Honglin Fang; Lina Chen; Yang Yang,2025,Coarse-to-Fine Open-Set Semantic Adaptation for EEG Emotion Recognition (C2FDA),"Electronics, 2025, 14(24):4833",journal,10.3390/electronics14244833,https://doi.org/10.3390/electronics14244833,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-cross-dataset,open-set,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by open-set domain adaptation (coarse-to-fine) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,open-set domain adaptation (coarse-to-fine),open-set cross-dataset DA,none,yes,no,not verified,yes (cross-dataset),cross-dataset transfer,not verified,cross-dataset,not verified,unclear,accuracy,48.9,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,"E (cross-dataset, open-set UDA)",none (cross-dataset unsupervised),some-concerns,"abstract: C2FDA SEED->SEED-IV 41.5, SEED->SEED-V 42.6, SEED-IV->SEED-V 48.9 (open-set avg)",cross-dataset open-set; low accuracies expected; not pooled in within-dataset meta strata,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0131,Weiye Han; Huqin Weng; Zhiqiang Liao; Zihao Xu; Chuangquan Chen,2025,Cognitive-Inspired Hierarchical Learning Framework for Cross-Dataset EEG-Based Emotion Recognition (CIHL),"Electronics, 2026",journal,10.3390/electronics15101971,https://doi.org/10.3390/electronics15101971,none found,NA,yes,SEED-V,16,unclear,62,200,not verified,discrete-cross-dataset,cross-dataset,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,hierarchical learned EEG representation for cross-dataset emotion recognition (exact input features not captured),not verified,unclear,hierarchical learned EEG features,hierarchical learning (cognitive-inspired),cross-dataset DA,none,yes,no,not verified,yes (cross-dataset),cross-dataset transfer,not verified,cross-dataset,not verified,unclear,accuracy,36.38,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,E (cross-dataset),none (cross-dataset),some-concerns,text: CIHL SEED-VII->SEED-V avg 36.38; SEED-VII 23.56/24.61,"cross-dataset, low accuracies; not pooled in within-dataset meta",no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0132,Zhibang Zang; Xiangkun Yu; Baole Fu; Yinhua Liu; Shuzhi Sam Ge,2025,Contrastive reinforced transfer learning for EEG-based emotion recognition (CRTL),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.107622,https://doi.org/10.1016/j.bspc.2025.107622,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,self-supervised or contrastive EEG representation learned by contrastive reinforced transfer learning (input feature details not captured),not verified,unclear,learned self-supervised/contrastive features,contrastive reinforced transfer learning,reinforced source/target domain transfer,none,yes,unclear,not verified,claimed,cross-subject transfer (target domains used),not verified,none,not verified,unclear,accuracy,93.57,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (transfer; DEAP ~91% implausible for UDA),protocol-ambiguity; possible target-label/fine-tune use,high,"abstract+Table: CRTL DEAP-V 91.26, DEAP-A 90.43, SEED 93.57",DEAP ~90-91% far exceeds typical cross-subject UDA (~65-70%) -> near-ceiling suspect; verify whether target labels/fine-tuning used; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0132,Zhibang Zang; Xiangkun Yu; Baole Fu; Yinhua Liu; Shuzhi Sam Ge,2025,Contrastive reinforced transfer learning for EEG-based emotion recognition (CRTL),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.107622,https://doi.org/10.1016/j.bspc.2025.107622,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,self-supervised or contrastive EEG representation learned by contrastive reinforced transfer learning (input feature details not captured),not verified,unclear,learned self-supervised/contrastive features,contrastive reinforced transfer learning,reinforced source/target domain transfer,none,yes,unclear,not verified,claimed,cross-subject transfer (target domains used),not verified,none,not verified,unclear,accuracy,91.26,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (transfer; DEAP ~91% implausible for UDA),protocol-ambiguity; possible target-label/fine-tune use,high,"abstract+Table: CRTL DEAP-V 91.26, DEAP-A 90.43, SEED 93.57",DEAP ~90-91% far exceeds typical cross-subject UDA (~65-70%) -> near-ceiling suspect; verify whether target labels/fine-tuning used; excluded from meta,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0132,Zhibang Zang; Xiangkun Yu; Baole Fu; Yinhua Liu; Shuzhi Sam Ge,2025,Contrastive reinforced transfer learning for EEG-based emotion recognition (CRTL),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.107622,https://doi.org/10.1016/j.bspc.2025.107622,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,self-supervised or contrastive EEG representation learned by contrastive reinforced transfer learning (input feature details not captured),not verified,unclear,learned self-supervised/contrastive features,contrastive reinforced transfer learning,reinforced source/target domain transfer,none,yes,unclear,not verified,claimed,cross-subject transfer (target domains used),not verified,none,not verified,unclear,accuracy,90.43,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (transfer; DEAP ~91% implausible for UDA),protocol-ambiguity; possible target-label/fine-tune use,high,"abstract+Table: CRTL DEAP-V 91.26, DEAP-A 90.43, SEED 93.57",DEAP ~90-91% far exceeds typical cross-subject UDA (~65-70%) -> near-ceiling suspect; verify whether target labels/fine-tuning used; excluded from meta,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0133,Vladimir Romaniuk; Alexey Kashevnik,2025,Cross-Dataset Emotion Valence Prediction Approach from 4-Channel EEG CNN Model and Multi-Modal Evaluation,"Big Data and Cognitive Computing, 2025",journal,10.3390/bdcc9110280,https://doi.org/10.3390/bdcc9110280,none found,NA,yes,DEAP,32,unclear,4,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,compact 4-channel CNN,none,none,no,no,not verified,yes,LOSO-CV (subject-independent),not verified,none,not verified,unclear,accuracy,69.8,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO),some-concerns,text: subject-independent DEAP valence avg 69.80 (F1 65.21); SEED LOSO-CV avg 64.92 (F1 63.15); mixed-subject DEAP 66.22 / SEED 66.90,4-channel low-density montage; LOSO values realistic; no aggregate SD reported (per-subject in figures),no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0133,Vladimir Romaniuk; Alexey Kashevnik,2025,Cross-Dataset Emotion Valence Prediction Approach from 4-Channel EEG CNN Model and Multi-Modal Evaluation,"Big Data and Cognitive Computing, 2025",journal,10.3390/bdcc9110280,https://doi.org/10.3390/bdcc9110280,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-valence(binary),pos/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,compact 4-channel CNN,none,none,no,no,not verified,yes,LOSO-CV (subject-independent),not verified,none,not verified,unclear,accuracy,64.92,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO),some-concerns,text: subject-independent DEAP valence avg 69.80 (F1 65.21); SEED LOSO-CV avg 64.92 (F1 63.15); mixed-subject DEAP 66.22 / SEED 66.90,4-channel low-density montage; LOSO values realistic; no aggregate SD reported (per-subject in figures),no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0134,Jinyu Li; Haoqiang Hua; Zhihui Xu; Lin Shu; Xiangmin Xu; Feng Kuang; Shibin Wu,2022,Cross-subject EEG emotion recognition combined with connectivity features and meta-transfer learning (MSRN-MTL),"Computers in Biology and Medicine, 2022",journal,10.1016/j.compbiomed.2022.105519,https://doi.org/10.1016/j.compbiomed.2022.105519,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-binary,pos/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,functional-connectivity / brain-network EEG features (metric/window details not captured),not verified,unclear,connectivity/brain-network features,multi-scale residual network (connectivity) + meta-transfer learning,meta-transfer (adapt classifier to new subject),none,yes,yes (support set adaptation),not verified,yes,meta-learning (support/query); adapts to new subject,not verified,none,not verified,unclear,accuracy,87.05,not reported,not reported,unclear,cross-subject average,not verified,not verified,yes,mean,F-like (meta-transfer; target adaptation),uses target adaptation (meta-transfer disclosed),some-concerns,"abstract: proposed avg cross-subject DEAP-V 71.29, DEAP-A 71.92; SEED binary 87.05",meta-transfer adapts to new-subject data (support set) -> not comparable to pure inductive/transductive strata; excluded from meta,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0134,Jinyu Li; Haoqiang Hua; Zhihui Xu; Lin Shu; Xiangmin Xu; Feng Kuang; Shibin Wu,2022,Cross-subject EEG emotion recognition combined with connectivity features and meta-transfer learning (MSRN-MTL),"Computers in Biology and Medicine, 2022",journal,10.1016/j.compbiomed.2022.105519,https://doi.org/10.1016/j.compbiomed.2022.105519,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,functional-connectivity / brain-network EEG features (metric/window details not captured),not verified,unclear,connectivity/brain-network features,multi-scale residual network (connectivity) + meta-transfer learning,meta-transfer (adapt classifier to new subject),none,yes,yes (support set adaptation),not verified,yes,meta-learning (support/query); adapts to new subject,not verified,none,not verified,unclear,accuracy,71.29,not reported,not reported,unclear,cross-subject average,not verified,not verified,yes,mean,F-like (meta-transfer; target adaptation),uses target adaptation (meta-transfer disclosed),some-concerns,"abstract: proposed avg cross-subject DEAP-V 71.29, DEAP-A 71.92; SEED binary 87.05",meta-transfer adapts to new-subject data (support set) -> not comparable to pure inductive/transductive strata; excluded from meta,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0134,Jinyu Li; Haoqiang Hua; Zhihui Xu; Lin Shu; Xiangmin Xu; Feng Kuang; Shibin Wu,2022,Cross-subject EEG emotion recognition combined with connectivity features and meta-transfer learning (MSRN-MTL),"Computers in Biology and Medicine, 2022",journal,10.1016/j.compbiomed.2022.105519,https://doi.org/10.1016/j.compbiomed.2022.105519,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,functional-connectivity / brain-network EEG features (metric/window details not captured),not verified,unclear,connectivity/brain-network features,multi-scale residual network (connectivity) + meta-transfer learning,meta-transfer (adapt classifier to new subject),none,yes,yes (support set adaptation),not verified,yes,meta-learning (support/query); adapts to new subject,not verified,none,not verified,unclear,accuracy,71.92,not reported,not reported,unclear,cross-subject average,not verified,not verified,yes,mean,F-like (meta-transfer; target adaptation),uses target adaptation (meta-transfer disclosed),some-concerns,"abstract: proposed avg cross-subject DEAP-V 71.29, DEAP-A 71.92; SEED binary 87.05",meta-transfer adapts to new-subject data (support set) -> not comparable to pure inductive/transductive strata; excluded from meta,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0135,Yun Gao; Hai Deng,2026,Cross-subject EEG emotion recognition using Riemannian Graph Transformers with Geodesic Adversarial Adaptation (RGT-GAA),"Alexandria Engineering Journal, 2026",journal,10.1016/j.aej.2026.03.045,https://doi.org/10.1016/j.aej.2026.03.045,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"covariance, Riemannian, manifold, or geometric EEG representation (estimator not captured)",not verified,unclear,covariance/Riemannian-manifold features,Riemannian graph transformer (Log-Euclidean) + geodesic adversarial DA,geodesic adversarial domain adaptation (target unlabeled),none,yes,no,not verified,yes,cross-subject (unseen target subject),not verified,none,not verified,unclear,accuracy,89.23,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: RGT-GAA SEED(3-class) 89.23, DEAP-V 66.4, DEAP-A 68.1",DEAP V/A realistic for transductive UDA; SEED 89.23 plausible; no SD surfaced,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0135,Yun Gao; Hai Deng,2026,Cross-subject EEG emotion recognition using Riemannian Graph Transformers with Geodesic Adversarial Adaptation (RGT-GAA),"Alexandria Engineering Journal, 2026",journal,10.1016/j.aej.2026.03.045,https://doi.org/10.1016/j.aej.2026.03.045,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"covariance, Riemannian, manifold, or geometric EEG representation (estimator not captured)",not verified,unclear,covariance/Riemannian-manifold features,Riemannian graph transformer (Log-Euclidean) + geodesic adversarial DA,geodesic adversarial domain adaptation (target unlabeled),none,yes,no,not verified,yes,cross-subject (unseen target subject),not verified,none,not verified,unclear,accuracy,66.4,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: RGT-GAA SEED(3-class) 89.23, DEAP-V 66.4, DEAP-A 68.1",DEAP V/A realistic for transductive UDA; SEED 89.23 plausible; no SD surfaced,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0135,Yun Gao; Hai Deng,2026,Cross-subject EEG emotion recognition using Riemannian Graph Transformers with Geodesic Adversarial Adaptation (RGT-GAA),"Alexandria Engineering Journal, 2026",journal,10.1016/j.aej.2026.03.045,https://doi.org/10.1016/j.aej.2026.03.045,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"covariance, Riemannian, manifold, or geometric EEG representation (estimator not captured)",not verified,unclear,covariance/Riemannian-manifold features,Riemannian graph transformer (Log-Euclidean) + geodesic adversarial DA,geodesic adversarial domain adaptation (target unlabeled),none,yes,no,not verified,yes,cross-subject (unseen target subject),not verified,none,not verified,unclear,accuracy,68.1,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: RGT-GAA SEED(3-class) 89.23, DEAP-V 66.4, DEAP-A 68.1",DEAP V/A realistic for transductive UDA; SEED 89.23 plausible; no SD surfaced,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0136,Qingshan She; Xinsheng Shi; Feng Fang; Yuliang Ma; Yingchun Zhang,2023,Cross-subject EEG emotion recognition using multi-source domain manifold feature selection,"Computers in Biology and Medicine, 2023",journal,10.1016/j.compbiomed.2023.106860,https://doi.org/10.1016/j.compbiomed.2023.106860,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"covariance, Riemannian, manifold, or geometric EEG representation (estimator not captured)",not verified,unclear,covariance/Riemannian-manifold features,multi-source manifold feature mapping (Grassmann) + mRMR + SRM classifier,multi-source manifold DA (source selection via DDSA),DDSA offline source selection,yes,no,not verified,yes,cross-subject (multi-source),not verified,none,not verified,unclear,accuracy,86.59,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,abstract: best average accuracy 86.59 on SEED and 64.40 on DEAP,SEED 86.59 / DEAP 64.40 realistic for transductive multi-source; no SD surfaced,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0136,Qingshan She; Xinsheng Shi; Feng Fang; Yuliang Ma; Yingchun Zhang,2023,Cross-subject EEG emotion recognition using multi-source domain manifold feature selection,"Computers in Biology and Medicine, 2023",journal,10.1016/j.compbiomed.2023.106860,https://doi.org/10.1016/j.compbiomed.2023.106860,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"covariance, Riemannian, manifold, or geometric EEG representation (estimator not captured)",not verified,unclear,covariance/Riemannian-manifold features,multi-source manifold feature mapping (Grassmann) + mRMR + SRM classifier,multi-source manifold DA (source selection via DDSA),DDSA offline source selection,yes,no,not verified,yes,cross-subject (multi-source),not verified,none,not verified,unclear,accuracy,64.4,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,abstract: best average accuracy 86.59 on SEED and 64.40 on DEAP,SEED 86.59 / DEAP 64.40 realistic for transductive multi-source; no SD surfaced,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0137,Shuaiqi Liu; Xinrui Wang; Zhihui Gu; Yanling An; Shuhuan Zhao; Bing Li; Yudong Zhang,2025,Cross-subject emotion recognition by EEG driven spatio-temporal hybrid network (SRDANN),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.108231,https://doi.org/10.1016/j.bspc.2025.108231,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatio-temporal hybrid + GCN + local/global domain discriminators (input feature details not captured),not verified,unclear,graph/deep spatial features,spatio-temporal hybrid + GCN + local/global domain discriminators,MMD-based domain adaptation (source/target alignment),none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,84.68,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: cross-subject SEED 84.68, SEED-IV 74.97, MPED 26.56 (Table 6 also reports SEED-IV 71.36/11.03 in a different setting)",SEED-IV reported as 74.97 (headline) vs 71.36/11.03 (Table 6) under different settings; recorded headline values; no clean SD for pooled value,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0137,Shuaiqi Liu; Xinrui Wang; Zhihui Gu; Yanling An; Shuhuan Zhao; Bing Li; Yudong Zhang,2025,Cross-subject emotion recognition by EEG driven spatio-temporal hybrid network (SRDANN),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.108231,https://doi.org/10.1016/j.bspc.2025.108231,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatio-temporal hybrid + GCN + local/global domain discriminators (input feature details not captured),not verified,unclear,graph/deep spatial features,spatio-temporal hybrid + GCN + local/global domain discriminators,MMD-based domain adaptation (source/target alignment),none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,74.97,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: cross-subject SEED 84.68, SEED-IV 74.97, MPED 26.56 (Table 6 also reports SEED-IV 71.36/11.03 in a different setting)",SEED-IV reported as 74.97 (headline) vs 71.36/11.03 (Table 6) under different settings; recorded headline values; no clean SD for pooled value,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
EEG-0137,Shuaiqi Liu; Xinrui Wang; Zhihui Gu; Yanling An; Shuhuan Zhao; Bing Li; Yudong Zhang,2025,Cross-subject emotion recognition by EEG driven spatio-temporal hybrid network (SRDANN),"Biomedical Signal Processing and Control, 2025",journal,10.1016/j.bspc.2025.108231,https://doi.org/10.1016/j.bspc.2025.108231,none found,NA,yes,MPED,15,unclear,62,200,not verified,discrete-7class,7 emotions,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by spatio-temporal hybrid + GCN + local/global domain discriminators (input feature details not captured),not verified,unclear,graph/deep spatial features,spatio-temporal hybrid + GCN + local/global domain discriminators,MMD-based domain adaptation (source/target alignment),none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,26.56,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive disclosed),some-concerns,"abstract: cross-subject SEED 84.68, SEED-IV 74.97, MPED 26.56 (Table 6 also reports SEED-IV 71.36/11.03 in a different setting)",SEED-IV reported as 74.97 (headline) vs 71.36/11.03 (Table 6) under different settings; recorded headline values; no clean SD for pooled value,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 4)
